Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,16.6,16.65,15.4,15.4,15.4,200.0
2015-01-02,15.4,15.4,15.4,15.4,15.4,0.0
2015-01-05,15.4,15.4,15.4,15.4,15.4,0.0
2015-01-06,16.15,16.15,16.15,16.15,16.15,50.0
2015-01-07,16.9,16.950001,16.9,16.950001,16.950001,420.0
2015-01-08,17.700001,17.700001,17.700001,17.700001,17.700001,630.0
2015-01-09,18.5,18.5,17.049999,17.049999,17.049999,311.0
2015-01-12,17.049999,17.049999,17.049999,17.049999,17.049999,0.0
2015-01-13,17.049999,17.049999,17.049999,17.049999,17.049999,0.0
2015-01-14,17.049999,17.049999,17.049999,17.049999,17.049999,0.0
2015-01-15,16.25,17.9,16.200001,17.9,17.9,2180.0
2015-01-16,18.450001,18.700001,18.450001,18.700001,18.700001,5462.0
2015-01-19,19.35,19.35,19.049999,19.049999,19.049999,942.0
2015-01-20,19.85,19.85,19.85,19.85,19.85,67.0
2015-01-21,19.85,19.85,19.85,19.85,19.85,0.0
2015-01-22,19.0,19.0,19.0,19.0,19.0,513.0
2015-01-23,19.0,19.6,19.0,19.6,19.6,1100.0
2015-01-27,19.6,19.6,19.0,19.0,19.0,1000.0
2015-01-28,19.0,19.0,19.0,19.0,19.0,0.0
2015-01-29,18.049999,18.049999,18.049999,18.049999,18.049999,2500.0
2015-01-30,17.15,17.15,17.15,17.15,17.15,2.0
2015-02-02,17.15,17.15,17.15,17.15,17.15,0.0
2015-02-03,17.15,17.15,17.15,17.15,17.15,0.0
2015-02-04,17.0,17.0,17.0,17.0,17.0,7.0
2015-02-05,16.549999,16.549999,16.549999,16.549999,16.549999,20.0
2015-02-06,16.0,16.0,16.0,16.0,16.0,4.0
2015-02-09,15.35,15.35,15.35,15.35,15.35,1.0
2015-02-10,15.0,16.1,15.0,16.1,16.1,4.0
2015-02-11,15.65,15.65,15.65,15.65,15.65,1.0
2015-02-12,15.0,15.0,15.0,15.0,15.0,1.0
2015-02-13,15.05,15.75,15.0,15.75,15.75,5002.0
2015-02-16,15.5,16.0,15.5,16.0,16.0,1000.0
2015-02-18,16.0,16.799999,15.55,16.799999,16.799999,3.0
2015-02-19,16.0,16.0,16.0,16.0,16.0,3126.0
2015-02-20,15.35,15.35,15.35,15.35,15.35,442.0
2015-02-23,16.0,16.0,16.0,16.0,16.0,10.0
2015-02-24,16.049999,16.299999,16.049999,16.299999,16.299999,502.0
2015-02-25,16.299999,16.299999,16.299999,16.299999,16.299999,0.0
2015-02-26,16.299999,16.299999,16.299999,16.299999,16.299999,0.0
2015-02-27,16.299999,16.299999,16.299999,16.299999,16.299999,0.0
2015-02-28,,,,,,
2015-03-02,15.5,15.5,15.5,15.5,15.5,40.0
2015-03-03,16.200001,16.200001,16.200001,16.200001,16.200001,30.0
2015-03-04,16.200001,16.200001,16.200001,16.200001,16.200001,0.0
2015-03-05,15.4,16.450001,15.4,16.450001,16.450001,1003.0
2015-03-09,16.450001,17.200001,15.95,17.200001,17.200001,105.0
2015-03-10,17.200001,17.200001,17.200001,17.200001,17.200001,0.0
2015-03-11,17.200001,17.200001,17.200001,17.200001,17.200001,1.0
2015-03-12,17.200001,17.200001,17.200001,17.200001,17.200001,0.0
2015-03-13,17.200001,17.200001,17.200001,17.200001,17.200001,0.0
2015-03-16,17.950001,17.950001,17.950001,17.950001,17.950001,5.0
2015-03-17,17.1,17.75,17.1,17.75,17.75,1000.0
