Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,81.599998,84.75,81.349998,83.900002,83.900002,36198.0
2015-01-02,83.800003,84.5,81.400002,82.199997,82.199997,22056.0
2015-01-05,81.75,82.849998,81.0,81.199997,81.199997,19539.0
2015-01-06,80.75,80.75,76.599998,77.099998,77.099998,16615.0
2015-01-07,77.050003,79.0,76.0,77.150002,77.150002,15148.0
2015-01-08,77.0,84.0,77.0,82.5,82.5,194985.0
2015-01-09,83.449997,83.75,78.5,79.650002,79.650002,47457.0
2015-01-12,82.0,82.650002,79.650002,82.349998,82.349998,26701.0
2015-01-13,83.050003,83.050003,81.75,82.150002,82.150002,17478.0
2015-01-14,81.0,83.449997,80.199997,80.650002,80.650002,14250.0
2015-01-15,81.400002,88.400002,81.150002,87.0,87.0,103532.0
2015-01-16,87.849998,88.75,83.699997,87.099998,87.099998,44036.0
2015-01-19,86.0,88.800003,84.099998,84.599998,84.599998,24443.0
2015-01-20,84.5,90.0,84.5,86.5,86.5,63699.0
2015-01-21,86.25,90.900002,84.400002,89.900002,89.900002,82865.0
2015-01-22,88.5,92.0,86.650002,87.300003,87.300003,37950.0
2015-01-23,87.25,89.550003,87.199997,88.900002,88.900002,27311.0
2015-01-27,88.900002,91.449997,88.0,90.199997,90.199997,35702.0
2015-01-28,91.0,95.5,91.0,94.849998,94.849998,251258.0
2015-01-29,94.800003,96.050003,94.25,95.150002,95.150002,85409.0
2015-01-30,95.949997,98.900002,94.050003,97.949997,97.949997,271605.0
2015-02-02,98.849998,114.0,98.849998,111.0,111.0,3538913.0
2015-02-03,107.949997,107.949997,101.300003,102.5,102.5,650184.0
2015-02-04,102.849998,105.900002,98.25,102.400002,102.400002,558611.0
2015-02-05,99.449997,105.449997,98.949997,100.0,100.0,260015.0
2015-02-06,100.650002,102.349998,93.599998,94.699997,94.699997,261707.0
2015-02-09,93.050003,96.199997,92.300003,93.199997,93.199997,52138.0
2015-02-10,93.199997,95.25,89.050003,89.650002,89.650002,83112.0
2015-02-11,89.75,92.699997,89.75,90.949997,90.949997,72352.0
2015-02-12,91.5,94.900002,89.849998,90.300003,90.300003,142213.0
2015-02-13,90.599998,93.400002,89.0,90.25,90.25,108132.0
2015-02-16,87.0,89.900002,86.0,88.949997,88.949997,95741.0
2015-02-18,88.949997,96.550003,88.0,93.5,93.5,164239.0
2015-02-19,93.5,96.300003,90.650002,92.650002,92.650002,231570.0
2015-02-20,93.5,96.5,91.75,92.800003,92.800003,122030.0
2015-02-23,94.150002,94.150002,91.550003,92.650002,92.650002,98129.0
2015-02-24,92.800003,92.849998,90.0,90.199997,90.199997,43315.0
2015-02-25,90.25,91.599998,89.0,89.599998,89.599998,48256.0
2015-02-26,89.400002,93.0,89.400002,92.0,92.0,50408.0
2015-02-27,93.300003,94.300003,92.050003,93.199997,93.199997,47952.0
2015-02-28,,,,,,
2015-03-02,94.5,94.5,89.650002,89.949997,89.949997,56591.0
2015-03-03,90.699997,91.5,89.949997,90.75,90.75,39270.0
2015-03-04,99.5,104.599998,97.5,98.650002,98.650002,1478487.0
2015-03-05,101.849998,104.5,100.050003,101.300003,101.300003,433063.0
2015-03-09,101.300003,101.300003,96.050003,96.599998,96.599998,104752.0
2015-03-10,97.5,97.550003,93.550003,94.25,94.25,73462.0
2015-03-11,94.25,95.5,92.550003,94.0,94.0,61361.0
2015-03-12,94.0,97.25,92.849998,94.199997,94.199997,79795.0
2015-03-13,91.800003,95.699997,91.800003,92.650002,92.650002,35720.0
2015-03-16,93.400002,96.349998,92.550003,92.949997,92.949997,96399.0
2015-03-17,93.150002,95.050003,90.099998,91.050003,91.050003,60475.0
2015-03-18,90.800003,94.0,90.349998,91.300003,91.300003,114398.0
2015-03-19,91.699997,93.400002,89.099998,89.650002,89.650002,76112.0
2015-03-20,89.0,91.0,86.25,86.949997,86.949997,69480.0
2015-03-23,88.25,88.25,82.349998,83.050003,83.050003,118360.0
2015-03-24,82.5,83.400002,78.099998,79.599998,79.599998,64794.0
2015-03-25,79.199997,83.800003,77.5,82.650002,82.650002,58238.0
2015-03-26,83.650002,83.650002,79.0,79.650002,79.650002,72824.0
2015-03-27,80.699997,82.5,79.5,80.599998,80.599998,63784.0
2015-03-30,82.099998,84.699997,82.099998,83.800003,83.800003,44666.0
2015-03-31,84.699997,85.5,83.099998,83.400002,83.400002,30940.0
2015-04-01,83.099998,88.699997,83.099998,87.349998,87.349998,55714.0
2015-04-06,87.349998,92.300003,87.349998,91.599998,91.599998,65259.0
2015-04-07,91.900002,93.0,89.400002,92.550003,92.550003,72390.0
2015-04-08,93.050003,96.400002,91.050003,94.599998,94.599998,97173.0
2015-04-09,94.800003,99.449997,93.5,95.199997,95.199997,156865.0
2015-04-10,95.449997,96.650002,94.25,94.949997,94.949997,32447.0
2015-04-13,93.199997,96.449997,92.849998,93.199997,93.199997,75579.0
2015-04-15,93.199997,94.0,89.5,90.099998,90.099998,68341.0
2015-04-16,90.099998,90.699997,89.0,89.199997,89.199997,37817.0
2015-04-17,89.199997,90.349998,87.550003,88.099998,88.099998,29250.0
2015-04-20,87.599998,89.400002,85.199997,85.949997,85.949997,21340.0
2015-04-21,86.650002,87.050003,84.900002,85.150002,85.150002,22708.0
2015-04-22,85.099998,87.0,82.599998,84.550003,84.550003,36156.0
2015-04-23,85.150002,87.400002,83.300003,84.550003,84.550003,40856.0
2015-04-24,83.25,84.5,79.25,80.300003,80.300003,77715.0
2015-04-27,82.050003,82.400002,77.0,78.449997,78.449997,72548.0
2015-04-28,79.800003,81.800003,78.150002,79.300003,79.300003,32467.0
2015-04-29,81.0,81.0,78.800003,78.949997,78.949997,24831.0
2015-04-30,79.050003,80.800003,78.5,79.5,79.5,16994.0
2015-05-04,79.5,82.199997,79.5,80.900002,80.900002,24408.0
2015-05-05,81.099998,81.949997,80.5,80.599998,80.599998,26022.0
2015-05-06,81.0,81.0,77.5,78.949997,78.949997,42254.0
2015-05-07,78.0,78.0,72.300003,73.650002,73.650002,70359.0
2015-05-08,75.050003,76.900002,73.300003,73.949997,73.949997,58946.0
2015-05-11,75.800003,79.900002,73.599998,79.400002,79.400002,70551.0
2015-05-12,80.0,80.0,75.25,76.699997,76.699997,51281.0
2015-05-13,76.550003,79.699997,76.550003,78.449997,78.449997,36628.0
2015-05-14,77.5,80.099998,76.699997,79.349998,79.349998,16284.0
2015-05-15,79.0,80.400002,76.099998,77.050003,77.050003,55967.0
2015-05-18,79.199997,80.300003,78.650002,79.699997,79.699997,81709.0
2015-05-19,79.0,81.699997,78.050003,80.900002,80.900002,24569.0
2015-05-20,79.650002,82.599998,79.650002,80.550003,80.550003,22696.0
2015-05-21,80.800003,80.849998,78.050003,78.75,78.75,16408.0
2015-05-22,79.949997,80.0,77.150002,77.650002,77.650002,18353.0
2015-05-25,77.050003,80.25,77.050003,77.699997,77.699997,29459.0
2015-05-26,77.0,78.900002,77.0,77.349998,77.349998,11209.0
2015-05-27,77.949997,78.300003,76.0,77.699997,77.699997,10345.0
2015-05-28,78.699997,78.800003,75.599998,76.0,76.0,18807.0
2015-05-29,78.25,78.25,74.050003,74.599998,74.599998,50457.0
2015-06-01,74.0,76.849998,73.5,76.050003,76.050003,33852.0
2015-06-02,77.349998,79.349998,75.599998,77.0,77.0,101889.0
2015-06-03,76.5,76.949997,73.0,73.800003,73.800003,32862.0
