Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,231.5,244.5,230.850006,240.92500299999998,229.278519,26998.0
2015-01-02,240.92500299999998,263.0,240.92500299999998,250.07499700000002,237.98619100000002,108752.0
2015-01-05,249.0,266.5,249.0,263.649994,250.90496800000003,84110.0
2015-01-06,265.0,269.649994,253.0,258.024994,245.55187999999998,76808.0
2015-01-07,255.0,264.5,253.600006,262.049988,249.382294,35900.0
2015-01-08,265.024994,280.5,265.024994,274.575012,261.30188,108952.0
2015-01-09,279.225006,279.225006,269.024994,274.075012,260.82605,26264.0
2015-01-12,278.899994,279.600006,270.549988,274.5,261.230499,15288.0
2015-01-13,277.5,285.875,273.024994,277.0,263.60965,28650.0
2015-01-14,276.975006,282.5,273.0,276.875,263.490631,10666.0
2015-01-15,274.5,279.5,270.549988,274.700012,261.42080699999997,14798.0
2015-01-16,273.975006,276.950012,270.549988,272.799988,259.61264,9812.0
2015-01-19,271.0,282.5,270.600006,273.475006,260.255035,28556.0
2015-01-20,275.024994,283.524994,272.049988,282.200012,268.558258,38554.0
2015-01-21,276.0,287.5,275.0,278.725006,265.25125099999997,23428.0
2015-01-22,279.100006,286.0,275.549988,277.024994,263.633423,14848.0
2015-01-23,280.475006,280.524994,270.549988,273.325012,260.112274,17892.0
2015-01-27,273.325012,277.975006,271.0,273.100006,259.898163,8428.0
2015-01-28,271.850006,273.0,266.0,268.200012,255.23504599999998,11812.0
2015-01-29,266.225006,275.0,266.200012,269.274994,256.258057,21128.0
2015-01-30,266.924988,269.325012,265.0,266.350006,253.47445699999997,13302.0
2015-02-02,266.0,266.0,260.549988,263.450012,250.71464500000002,14840.0
2015-02-03,265.049988,273.924988,261.299988,264.325012,251.547348,18734.0
2015-02-04,265.0,270.950012,265.0,266.450012,253.56961099999998,23286.0
2015-02-05,267.5,279.75,266.049988,270.5,257.423859,47428.0
2015-02-06,273.5,279.0,240.600006,243.57499700000002,231.800415,99552.0
2015-02-09,222.25,237.225006,220.0,226.899994,215.931488,50230.0
2015-02-10,226.80000299999998,233.399994,225.0,228.899994,217.834808,17654.0
2015-02-11,234.975006,237.25,227.69999700000002,235.0,223.639938,8752.0
2015-02-12,235.024994,244.024994,230.399994,237.100006,225.63841200000002,12986.0
2015-02-13,240.0,242.0,232.92500299999998,235.399994,224.02058399999999,9836.0
2015-02-16,236.0,237.0,230.07499700000002,234.149994,222.831009,10934.0
2015-02-18,234.149994,234.25,230.30000299999998,232.42500299999998,221.189407,9042.0
2015-02-19,230.600006,235.5,226.100006,226.774994,215.812531,8242.0
2015-02-20,226.100006,234.5,225.0,227.44999700000002,216.45489500000002,10416.0
2015-02-23,227.30000299999998,229.5,223.5,225.25,214.361252,5894.0
2015-02-24,224.42500299999998,224.75,220.0,221.149994,210.459442,4708.0
2015-02-25,222.475006,224.0,219.92500299999998,221.225006,210.530823,14152.0
2015-02-26,218.5,219.5,215.0,215.850006,205.415665,11502.0
2015-02-27,216.5,218.649994,213.19999700000002,214.19999700000002,203.84541299999998,17938.0
2015-02-28,,,,,,
2015-03-02,215.5,228.0,207.5,226.17500299999998,215.241531,30570.0
2015-03-03,229.225006,235.0,223.5,232.44999700000002,221.213211,16070.0
2015-03-04,236.975006,237.5,229.524994,233.92500299999998,222.616898,22936.0
2015-03-05,231.600006,239.100006,231.0,237.82499700000002,226.328354,13610.0
2015-03-09,237.82499700000002,240.375,233.5,236.524994,225.091217,7036.0
2015-03-10,238.024994,273.075012,238.024994,256.774994,244.362305,69236.0
